17
9
3.000	1.050	-0.162	1.075
3.000	1.11334	-0.605	1.415
3.000	1.200	-0.423	1.747
3.000	1.350	0.898	2.235
3.000	1.500	2.500	2.887
3.000	1.650	3.907	3.297
3.000	1.800	4.987	3.643
3.000	1.950	5.739	3.898
3.000	2.100	6.232	3.493
3.000	2.250	6.567	2.551
12		 	 
3.250	0.750	25.888	0.385
3.250	0.900	5.291	0.484
3.250	1.050	0.074	0.653
3.250	1.11334	-0.313	1.009
3.250	1.200	-0.045	1.199
3.250	1.350	1.427	1.844
3.250	1.500	3.174	2.381
3.250	1.650	4.720	3.053
3.250	1.800	5.932	3.722
3.250	1.950	6.792	4.195
3.250	2.100	7.333	4.812
3.250	2.250	7.617	5.129
12			 
3.500	0.750	25.969	0.465
3.500	0.900	5.376	0.223
3.500	1.050	0.203	0.321
3.500	1.11334	-0.146	0.507
3.500	1.200	0.192	0.585
3.500	1.350	1.796	1.183
3.500	1.500	3.682	1.709
3.500	1.650	5.375	2.251
3.500	1.800	6.738	2.789
3.500	1.950	7.754	3.420
3.500	2.100	8.450	4.091
3.500	2.250	8.863	4.669
12			 
3.750	0.750	26.014	0.120
3.750	0.900	5.415	0.066
3.750	1.050	0.261	0.032
3.750	1.11334	-0.068	0.182
3.750	1.200	0.309	0.348
3.750	1.350	2.009	0.617
3.750	1.500	4.019	1.089
3.750	1.650	5.833	1.457
3.750	1.800	7.322	1.864
3.750	1.950	8.479	2.459
3.750	2.100	9.323	2.910
3.750	2.250	9.889	3.538
12			 
4.000	0.750	26.027	-0.032
4.000	0.900	5.429	-0.024
4.000	1.050	0.281	-0.019
4.000	1.11334	-0.036	0.114
4.000	1.200	0.360	0.082
4.000	1.350	2.133	0.345
4.000	1.500	4.222	0.566
4.000	1.650	6.123	0.903
4.000	1.800	7.709	1.269
4.000	1.950	8.972	1.498
4.000	2.100	9.936	1.934
4.000	2.250	10.631	2.488
